LABORATÓRIO	REGISTRO	EAN 1	PRODUTO	APRESENTAÇÃO
LIBBS FARMACÊUTICA LTDA	1003302190031	7896094211094	RECONTER ODT	10 MG COM ORODISP CT BL AL AL X 60
LIBBS FARMACÊUTICA LTDA	1003302190041	7896094211070	RECONTER ODT	15 MG COM ORODISP CT BL AL AL X 10
LIBBS FARMACÊUTICA LTDA	1003302190058	7896094211049	RECONTER ODT	15 MG COM ORODISP CT BL AL AL X 30
LIBBS FARMACÊUTICA LTDA	1003302190066	7896094211100	RECONTER ODT	15 MG COM ORODISP CT BL AL AL X 60
LIBBS FARMACÊUTICA LTDA	1003302190074	7896094211056	RECONTER ODT	20 MG COM ORODISP CT BL AL AL X 30
LIBBS FARMACÊUTICA LTDA	1003302190082	7896094211117	RECONTER ODT	20 MG COM ORODISP CT BL AL AL X 60
EUROFARMA LABORATORIOS S.A.	1004310820012	7891317023799	ESC	10 MG COM REV CT BL AL PLAS TRANS X 7
EUROFARMA LABORATORIOS S.A.	1004310820020	7891317476564	ESC	10 MG COM REV CT BL AL PLAS TRANS X 15
EUROFARMA LABORATORIOS S.A.	1004310820039	7891317476588	ESC	10 MG COM REV CT BL AL PLAS TRANS X 30
EUROFARMA LABORATORIOS S.A.	1004310820047	7891317476663	ESC	10 MG COM REV CT BL AL PLAS TRANS X 60 
EUROFARMA LABORATORIOS S.A.	1004310820055	7891317023805	ESC	20 MG COM REV CT BL AL PLAS TRANS X 7
EUROFARMA LABORATORIOS S.A.	1004310820063	7891317476625	ESC	20 MG COM REV CT BL AL PLAS TRANS X 15
EUROFARMA LABORATORIOS S.A.	1004310820071	7891317476649	ESC	20 MG COM REV CT BL AL PLAS TRANS X 30 
EUROFARMA LABORATORIOS S.A.	1004310820081	7891317010485	ESC	20 MG COM REV CT BL AL PLAS TRANS X 60
EUROFARMA LABORATORIOS S.A.	1004310820098	7891317004262	ESC	15 MG COM REV CT BL AL PLAS TRANS X 10
EUROFARMA LABORATORIOS S.A.	1004310820111	7891317004255	ESC	15 MG COM REV CT BL AL PLAS TRANS X 30
EUROFARMA LABORATORIOS S.A.	1004311770035	7891317476465	OXALATO DE ESCITALOPRAM	10 MG COM REV CT BL AL PLAS TRANS X 30
EUROFARMA LABORATORIOS S.A.	1004311770078	7891317476526	OXALATO DE ESCITALOPRAM	20 MG COM REV CT BL AL PLAS TRANS X 30 
EUROFARMA LABORATORIOS S.A.	1004311770086	7891317010829	OXALATO DE ESCITALOPRAM	20 MG COM REV CT BL AL PLAS TRANS X 60
EUROFARMA LABORATORIOS S.A.	1004311770116	7891317004286	OXALATO DE ESCITALOPRAM	15 MG COM REV CT BL AL PLAS TRANS X 30
EUROFARMA LABORATORIOS S.A.	1004313280019	7891317011444	ESC ODT	5 MG  COM ORODISP CT BL AL AL X 30
EUROFARMA LABORATORIOS S.A.	1004313280027	7891317011451	ESC ODT	10 MG COM ORODISP CT BL AL AL X 30
EUROFARMA LABORATORIOS S.A.	1004313280035	7891317011468	ESC ODT	15 MG COM ORODISP CT BL AL AL X 30
EUROFARMA LABORATORIOS S.A.	1004313280043	7891317011475	ESC ODT	20 MG COM ORODISP CT BL AL AL X 30
EUROFARMA LABORATORIOS S.A.	1004313280051	7891317011482	ESC ODT	5 MG  COM ORODISP CT BL AL AL X 10
EUROFARMA LABORATORIOS S.A.	1004313280094	7891317011499	ESC ODT	10 MG COM ORODISP CT BL AL AL X 10
EUROFARMA LABORATORIOS S.A.	1004313280132	7891317011505	ESC ODT	15 MG COM ORODISP CT BL AL AL X 10
EUROFARMA LABORATORIOS S.A.	1004313280159	7891317011512	ESC ODT	20 MG COM ORODISP CT BL AL AL X 10
EUROFARMA LABORATORIOS S.A.	1004313630028	7891317015763	REMIS	10 MG COM REV CT BL AL PLAS TRANS X 15
EUROFARMA LABORATORIOS S.A.	1004313630036	7891317015749	REMIS	10 MG COM REV CT BL AL PLAS TRANS X 30
EUROFARMA LABORATORIOS S.A.	1004313630079	7891317019235	REMIS	20 MG COM REV CT BL AL PLAS TRANS X 30 
SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA	1004705740208	7897595639714	OXALATO DE ESCITALOPRAM	20 MG COM REV CT BL AL AL X 60
SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA	1004705740216	7897595633217	OXALATO DE ESCITALOPRAM	20 MG COM REV CT BL AL AL X 30
SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA	1004705740267	7897595639707	OXALATO DE ESCITALOPRAM	10 MG COM REV CT BL AL AL X 60
SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA	1004705740275	7897595633668	OXALATO DE ESCITALOPRAM	10 MG COM REV CT BL AL AL X 30
SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA	1004705740283	7897595637482	OXALATO DE ESCITALOPRAM	15 MG COM REV CT BL AL AL X 30
NOVARTIS BIOCIENCIAS S.A	1006811640064	7897595638083	OXALATO DE ESCITALOPRAM	20 MG COM REV CT BL AL AL X 30
NOVARTIS BIOCIENCIAS S.A	1006811640129	7897595638021	OXALATO DE ESCITALOPRAM	10 MG COM REV CT BL AL AL X 30
NOVARTIS BIOCIENCIAS S.A	1006811640137	7897595639646	OXALATO DE ESCITALOPRAM	15 MG COM REV CT BL AL AL X 30
EMS S/A	1023510630043	7896004731568	OXALATO DE ESCITALOPRAM	10 MG COM REV CT BL AL PLAS PVC/PVDC OPC X 30
EMS S/A	1023510630051	7896004731575	OXALATO DE ESCITALOPRAM	10 MG COM REV CT BL AL PLAS PVC/PVDC OPC X 60
EMS S/A	1023510630116	7896004731582	OXALATO DE ESCITALOPRAM	20 MG COM REV CT BL AL PLAS PVC/PVDC OPC X 30
EMS S/A	1023510630124	7896004794198	OXALATO DE ESCITALOPRAM	20 MG COM REV CT BL AL PLAS PVC/PVDC OPC X 60
EMS S/A	1023510630221	7896004747002	OXALATO DE ESCITALOPRAM	15 MG COM REV CT BL AL PLAS  PVC/PVDC OPC X 30
FARMOQUÍMICA S/A	1039001970012	7898040326067	UNITRAM	10 MG COM REV CT BL AL PLAS TRANS X 14
FARMOQUÍMICA S/A	1039001970020	7898040326074	UNITRAM	10 MG COM REV CT BL AL PLAS TRANS X 15
FARMOQUÍMICA S/A	1039001970039	7898040326081	UNITRAM	10 MG COM REV CT BL AL PLAS TRANS X 28
FARMOQUÍMICA S/A	1039001970047	7898040325701	UNITRAM	10 MG COM REV CT BL AL PLAS TRANS X 30
FARMOQUÍMICA S/A	1039001970055	7898040326098	UNITRAM	10 MG COM REV CT BL AL PLAS TRANS X 60
FARMOQUÍMICA S/A	1039001970063	7898040325749	UNITRAM	10 MG COM REV CT BL AL PLAS TRANS X 7
FARMOQUÍMICA S/A	1039001970071	7898040325732	UNITRAM	20 MG/ML SOL OR CT FR VD AMB GOT X 15 ML
FARMOQUÍMICA S/A	1039001970081	7898040326104	UNITRAM	20 MG/ML SOL OR CT FR VD AMB GOT X 30 ML
FARMOQUÍMICA S/A	1039001970111	7898040325763	UNITRAM	20 MG COMP REV CT BL AL PLAS TRANS X 7
FARMOQUÍMICA S/A	1039001970128	7898040326128	UNITRAM	20 MG COMP REV CT BL AL PLAS TRANS X 14
FARMOQUÍMICA S/A	1039001970136	7898040326135	UNITRAM	20 MG COMP REV CT BL AL PLAS TRANS X 15
FARMOQUÍMICA S/A	1039001970144	7898040326142	UNITRAM	20 MG COMP REV CT BL AL PLAS TRANS X 20
FARMOQUÍMICA S/A	1039001970152	7898040326159	UNITRAM	20 MG COMP REV CT BL AL PLAS TRANS X 28
FARMOQUÍMICA S/A	1039001970160	7898040325725	UNITRAM	20 MG COMP REV CT BL AL PLAS TRANS X 30
FARMOQUÍMICA S/A	1039001970179	7898040326166	UNITRAM	20 MG COMP REV CT BL AL PLAS TRANS X 60
FARMOQUÍMICA S/A	1039001970187	7898040326173	UNITRAM	20 MG COMP REV CT BL AL PLAS TRANS X 500
FARMOQUÍMICA S/A	1039001970195	7898040325756	UNITRAM	15 MG COM REV CT BL AL PLAS TRANS X 7
FARMOQUÍMICA S/A	1039001970209	7898040326180	UNITRAM	15 MG COM REV CT BL AL PLAS TRANS X 14
FARMOQUÍMICA S/A	1039001970217	7898040326197	UNITRAM	15 MG COM REV CT BL AL PLAS TRANS X 15
FARMOQUÍMICA S/A	1039001970225	7898040326203	UNITRAM	15 MG COM REV CT BL AL PLAS TRANS X 20
FARMOQUÍMICA S/A	1039001970233	7898040326210	UNITRAM	15 MG COM REV CT BL AL PLAS TRANS X 28
FARMOQUÍMICA S/A	1039001970241	7898040325718	UNITRAM	15 MG COM REV CT BL AL PLAS TRANS X 30
FARMOQUÍMICA S/A	1039001970251	7898040326227	UNITRAM	15 MG COM REV CT BL AL PLAS TRANS X 60
FARMOQUÍMICA S/A	1039001970268	7898040326234	UNITRAM	15 MG COM REV CT BL AL PLAS TRANS X 500
FARMOQUÍMICA S/A	1039002270014	7898244721033	UNITRAM	10 MG COM REV CT BL AL PLAS PVC/PE/PVDC TRANS X 7
FARMOQUÍMICA S/A	1039002270065	7898244721002	UNITRAM	10 MG COM REV CT BL AL PLAS PVC/PE/PVDC TRANS X 30
FARMOQUÍMICA S/A	1039002270103	7898244721064	UNITRAM	15 MG COM REV CT BL AL PLAS PVC/PE/PVDC TRANS X 7
FARMOQUÍMICA S/A	1039002270154	7898244721019	UNITRAM	15 MG COM REV CT BL AL PLAS PVC/PE/PVDC TRANS X 30
FARMOQUÍMICA S/A	1039002270197	7898244721071	UNITRAM	20 MG COM REV CT BL AL PLAS PVC/PE/PVDC TRANS X 7
FARMOQUÍMICA S/A	1039002270243	7898244721026	UNITRAM	20 MG COM REV CT BL AL PLAS PVC/PE/PVDC TRANS X 30
CELLERA FARMACEUTICA S.A.	1044002040031	7893454101262	OXALATO DE ESCITALOPRAM	10 MG COM REV CT BL AL PLAS TRANS X 30
CELLERA FARMACEUTICA S.A.	1044002040074	7893454101309	OXALATO DE ESCITALOPRAM	20 MG COM REV CT BL AL PLAS TRANS X 30 
LUNDBECK BRASIL LTDA	1047500440044	5702157150601	LEXAPRO	10 MG  COM REV CT BL AL PLAS TRANS X 7
LUNDBECK BRASIL LTDA	1047500440168	5702157141326	LEXAPRO	20 MG/ML SOL OR CT FR VD AMB CGT X 15 ML
LUNDBECK BRASIL LTDA	1047500440265	5702150142948	LEXAPRO	10 MG  COM REV CT BL AL PLAS TRANS X 30
LUNDBECK BRASIL LTDA	1047500440273	5702150151186	LEXAPRO	10 MG  COM REV CT BL AL PLAS TRANS X 60
LUNDBECK BRASIL LTDA	1047500440311	5702150143006	LEXAPRO	20 MG  COM REV CT BL AL PLAS TRANS X 30
UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A	1049713950011	7896006200925	EUDOK	10 MG COM REV CT BL AL PLAS PVC/PVDC OPC X 7
UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A	1049713950046	7896006215936	EUDOK	10 MG COM REV CT BL AL PLAS PVC/PVDC OPC X 30
UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A	1049713950119	7896006215950	EUDOK	20 MG COM REV CT BL AL PLAS PVC/PVDC OPC X 30
UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A	1049713950151	7896006200956	EUDOK	15 MG COM REV CT BL AL PLAS PVC/PVDC OPC X 7
UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A	1049713950178	7896006215943	EUDOK	15 MG COM REV CT BL AL PLAS OPC X 30
TORRENT DO BRASIL LTDA	1052500440016	8902220109285	ESPRAN	10 MG COM REV CT BL AL AL X 10
TORRENT DO BRASIL LTDA	1052500440032	8902220109292	ESPRAN	10 MG COM REV CT BL AL AL X 30
TORRENT DO BRASIL LTDA	1052500440040	8903855072333	ESPRAN	10 MG COM REV CT BL AL AL X 60
TORRENT DO BRASIL LTDA	1052500450038	8902220109339	OXALATO DE ESCITALOPRAM	10 MG COM REV CT BL AL/AL X 30
ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A	1057303790041	7896658010170	EXODUS	10 MG COM REV CT BL AL PLAS TRANS X 30
ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A	1057303790058	7896658010187	EXODUS	10 MG COM REV CT BL AL PLAS TRANS X 60
ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A	1057303790066	7896658002502	EXODUS	10 MG COM REV CT BL AL PLAS TRANS X 7
ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A	1057303790112	7896658018121	EXODUS	20 MG/ML SOL OR CT FR VD AMB GOT X 15 ML
ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A	1057303790155	7896658018046	EXODUS	20 MG COM REV CT BL AL PLAS TRANS X 7
ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A	1057303790201	7896658018084	EXODUS	20 MG COM REV CT BL AL PLAS TRANS X 30
ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A	1057303790211	7896658018091	EXODUS	20 MG COM REV CT BL AL PLAS TRANS X 60
ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A	1057303790236	7896658020537	EXODUS	15 MG COM REV CT BL AL PLAS TRANS X 7
ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A	1057303790287	7896658020575	EXODUS	15 MG COM REV CT BL AL PLAS TRANS X 30
ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A	1057303790295	7896658020582	EXODUS	15 MG COM REV CT BL AL PLAS TRANS X 60
ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A	1057306100060	7896181900351	OXALATO DE ESCITALOPRAM	10 MG COM REV CT BL AL PLAS TRANS X 30
ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A	1057306100079	7896181927297	OXALATO DE ESCITALOPRAM	10 MG COM REV CT BL AL PLAS TRANS X 60
ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A	1057306100095	7896181923749	OXALATO DE ESCITALOPRAM	15 MG COM REV CT BL AL PLAS TRANS X 7
ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A	1057306100141	7896658051630	OXALATO DE ESCITALOPRAM	15 MG COM REV CT BL AL PLAS TRANS X 30
ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A	1057306100222	7896181922001	OXALATO DE ESCITALOPRAM	20 MG COM REV CT BL AL PLAS TRANS X 30
ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A	1057306100230	7896658052767	OXALATO DE ESCITALOPRAM	20 MG COM REV CT BL AL PLAS TRANS X 60
ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A	1057307920045	7896658039232	FUSOR	10 MG COM REV CT BL AL PLAS TRANS X 30
ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A	1057307920053	7896658052439	FUSOR	10 MG COM REV CT BL AL PLAS TRANS X 60
ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A	1057307920061	7896658039904	FUSOR	10 MG COM REV CT BL AL PLAS TRANS X 7
ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A	1057307920071	7896658039577	FUSOR	20 MG/ML SOL OR CT FR VD AMB GOT X 15 ML
ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A	1057307920169	7896658039256	FUSOR	20 MG COM REV CT BL AL PLAS TRANS X 30
ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A	1057307920193	7896658039898	FUSOR	15 MG COM REV CT BL AL PLAS TRANS X 7
ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A	1057307920241	7896658039249	FUSOR	15 MG COM REV CT BL AL PLAS TRANS X 30
GERMED FARMACEUTICA LTDA	1058307970040	7896004731605	OXALATO DE ESCITALOPRAM	10 MG COM REV CT BL AL PLAS PVC/PVDC OPC X 30
GERMED FARMACEUTICA LTDA	1058307970059	7896004731612	OXALATO DE ESCITALOPRAM	10 MG COM REV CT BL AL PLAS PVC/PVDC OPC X 60
GERMED FARMACEUTICA LTDA	1058307970113	7896004731629	OXALATO DE ESCITALOPRAM	20 MG COM REV CT BL AL PLAS PVC/PVDC OPC X 30
GERMED FARMACEUTICA LTDA	1058307970121	7896004822853	OXALATO DE ESCITALOPRAM	20 MG COM REV CT BL AL PLAS PVC/PVDC OPC X 60
BIOLAB SANUS FARMACEUTICA LTDA	1097402430024	7896112400578	MIND	10 MG COM REV CT BL AL PLAS TRANS X 15
BIOLAB SANUS FARMACEUTICA LTDA	1097402430032	7896112400585	MIND	10 MG COM REV CT BL AL PLAS TRANS X 30
BIOLAB SANUS FARMACEUTICA LTDA	1097402430075	7896112400592	MIND	20 MG COM REV CT BL AL PLAS TRANS X 30 
MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA	1181904310041	7895296113137	OXALATO DE ESCITALOPRAM	10 MG COM REV CT BL AL PLAS PVC/PVDC OPC X 30
MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA	1181904310106	7895296204019	OXALATO DE ESCITALOPRAM	15 MG COM REV CT BL AL PLAS PVC/PVDC OPC X 30
RANBAXY FARMACÊUTICA LTDA	1235202120075	7897076913289	OXALATO DE ESCITALOPRAM	10 MG COM REV CT BL AL AL X 28
RANBAXY FARMACÊUTICA LTDA	1235202120164	7897076918994	OXALATO DE ESCITALOPRAM	15 MG COM REV CT BL AL AL X 28
RANBAXY FARMACÊUTICA LTDA	1235202120172	7897076919007	OXALATO DE ESCITALOPRAM	15 MG COM REV CT BL AL AL X 30
RANBAXY FARMACÊUTICA LTDA	1235202120261	7897076919090	OXALATO DE ESCITALOPRAM	20 MG COM REV CT BL AL AL X 28
RANBAXY FARMACÊUTICA LTDA	1235202120271	7897076919106	OXALATO DE ESCITALOPRAM	20 MG COM REV CT BL AL AL X 30
RANBAXY FARMACÊUTICA LTDA	1235202120458	7897076920690	OXALATO DE ESCITALOPRAM	10 MG COM REV CT BL AL AL X 30
PRATI DONADUZZI & CIA LTDA	1256803350019	7899547521221	OXALATO DE ESCITALOPRAM	10 MG COM REV CT BL AL PLAS PVC/PCTFE TRANS X 7
PRATI DONADUZZI & CIA LTDA	1256803350027	7899547521238	OXALATO DE ESCITALOPRAM	10 MG COM REV CT BL AL PLAS PVC/PCTFE TRANS X 10
PRATI DONADUZZI & CIA LTDA	1256803350035	7899547521245	OXALATO DE ESCITALOPRAM	10 MG COM REV CT BL AL PLAS PVC/PCTFE TRANS X 14
PRATI DONADUZZI & CIA LTDA	1256803350043	7899547521252	OXALATO DE ESCITALOPRAM	10 MG COM REV CT BL AL PLAS PVC/PCTFE TRANS X 15
PRATI DONADUZZI & CIA LTDA	1256803350051	7899547521269	OXALATO DE ESCITALOPRAM	10 MG COM REV CT BL AL PLAS PVC/PCTFE TRANS X 28
PRATI DONADUZZI & CIA LTDA	1256803350061	7899547521276	OXALATO DE ESCITALOPRAM	10 MG COM REV CT BL AL PLAS PVC/PCTFE TRANS X 30
PRATI DONADUZZI & CIA LTDA	1256803350078	7899547521764	OXALATO DE ESCITALOPRAM	10 MG COM REV CT BL AL PLAS PVC/PCTFE TRANS X 60
PRATI DONADUZZI & CIA LTDA	1256803350086	7899547521283	OXALATO DE ESCITALOPRAM	10 MG COM REV CT BL AL PLAS PVC/PCTFE TRANS X 300
PRATI DONADUZZI & CIA LTDA	1256803350094	7899547521634	OXALATO DE ESCITALOPRAM	10 MG COM REV CT BL AL PLAS PVC/PCTFE TRANS X 500
PRATI DONADUZZI & CIA LTDA	1256803350108	7899547521641	OXALATO DE ESCITALOPRAM	20 MG COM REV CT BL AL PLAS PVC/PCTFE TRANS X 7
PRATI DONADUZZI & CIA LTDA	1256803350116	7899547521658	OXALATO DE ESCITALOPRAM	20 MG COM REV CT BL AL PLAS PVC/PCTFE TRANS X 10
PRATI DONADUZZI & CIA LTDA	1256803350124	7899547521665	OXALATO DE ESCITALOPRAM	20 MG COM REV CT BL AL PLAS PVC/PCTFE TRANS X 14
PRATI DONADUZZI & CIA LTDA	1256803350132	7899547521672	OXALATO DE ESCITALOPRAM	20 MG COM REV CT BL AL PLAS PVC/PCTFE TRANS X 15
PRATI DONADUZZI & CIA LTDA	1256803350140	7899547521689	OXALATO DE ESCITALOPRAM	20 MG COM REV CT BL AL PLAS PVC/PCTFE TRANS X 28
PRATI DONADUZZI & CIA LTDA	1256803350159	7899547521696	OXALATO DE ESCITALOPRAM	20 MG COM REV CT BL AL PLAS PVC/PCTFE TRANS X 30
PRATI DONADUZZI & CIA LTDA	1256803350167	7899547521771	OXALATO DE ESCITALOPRAM	20 MG COM REV CT BL AL PLAS PVC/PCTFE TRANS X 60
PRATI DONADUZZI & CIA LTDA	1256803350175	7899547521702	OXALATO DE ESCITALOPRAM	20 MG COM REV CT BL AL PLAS PVC/PCTFE TRANS X 300
PRATI DONADUZZI & CIA LTDA	1256803350183	7899547521719	OXALATO DE ESCITALOPRAM	20 MG COM REV CT BL AL PLAS PVC/PCTFE TRANS X 500
EMS SIGMA PHARMA LTDA	1356906730015	7894916509701	ESCILEX	10 MG COM REV CT BL AL PLAS PVC/PVDC OPC X 7
EMS SIGMA PHARMA LTDA	1356906730041	7894916507738	ESCILEX	10 MG COM REV CT BL AL PLAS PVC/PVDC OPC X 30
EMS SIGMA PHARMA LTDA	1356906730058	7894916509190	ESCILEX	10 MG COM REV CT BL AL PLAS PVC/PVDC OPC X 60
EMS SIGMA PHARMA LTDA	1356906730090	7894916512169	ESCILEX	20 MG COM REV CT BL AL PLAS PVC/PVDC OPC X 15
EMS SIGMA PHARMA LTDA	1356906730112	7894916507752	ESCILEX	20 MG COM REV CT BL AL PLAS PVC/PVDC OPC X 30
EMS SIGMA PHARMA LTDA	1356906730171	7894916509626	ESCILEX	15 MG COM REV CT BL AL PLAS OPC X 30
PHARLAB INDÚSTRIA FARMACÊUTICA S.A.	1410706200061	7898216368730	OXALATO DE ESCITALOPRAM	10 MG COM REV CT BL AL PLAS PVC/PE/PVDC TRANS X 30
PHARLAB INDÚSTRIA FARMACÊUTICA S.A.	1410706200150	7898216368808	OXALATO DE ESCITALOPRAM	15 MG COM REV CT BL AL PLAS PVC/PE/PVDC TRANS X 30
PHARLAB INDÚSTRIA FARMACÊUTICA S.A.	1410706200241	7898216368877	OXALATO DE ESCITALOPRAM	20 MG COM REV CT BL AL PLAS PVC/PE/PVDC TRANS X 30
PHARLAB INDÚSTRIA FARMACÊUTICA S.A.	1410706210067	7898216365883	SYTOC	10 MG COM REV CT BL AL PLAS PVC/PE/PVDC TRANS X 30
PHARLAB INDÚSTRIA FARMACÊUTICA S.A.	1410706210075	7898216365890	SYTOC	10 MG COM REV CT BL AL PLAS PVC/PE/PVDC TRANS X 60
PHARLAB INDÚSTRIA FARMACÊUTICA S.A.	1410706210156	7898216360116	SYTOC	15 MG COM REV CT BL AL PLAS PVC/PE/PVDC TRANS X 30
PHARLAB INDÚSTRIA FARMACÊUTICA S.A.	1410706210164	7898216361052	SYTOC	15 MG COM REV CT BL AL PLAS PVC/PE/PVDC TRANS X 60
PHARLAB INDÚSTRIA FARMACÊUTICA S.A.	1410706210245	7898216361151	SYTOC	20 MG COM REV CT BL AL PLAS PVC/PE/PVDC TRANS X 30
PHARLAB INDÚSTRIA FARMACÊUTICA S.A.	1410706210253	7898216361175	SYTOC	20 MG COM REV CT BL AL PLAS PVC/PE/PVDC TRANS X 60
CIMED INDUSTRIA S.A	1438102690063	7896523200934	OXALATO DE ESCITALOPRAM	10 MG COM REV CT BL AL PLAS PVC/PE/PVDC TRANS X 30
CIMED INDUSTRIA S.A	1438102690322	7896523200941	OXALATO DE ESCITALOPRAM	15 MG COM REV CT BL AL PLAS PVC/PE/PVDC TRANS X 30
CIMED INDUSTRIA S.A	1438102690586	7896523200972	OXALATO DE ESCITALOPRAM	20 MG COM REV CT BL AL PLAS PVC/PE/PVDC TRANS X 30
LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA	1677304180043	7894916146487	OXALATO DE ESCITALOPRAM	10 MG COM REV CT BL AL PLAS PVC/PVDC OPC X 30
LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA	1677304180051	7894916996860	OXALATO DE ESCITALOPRAM	10 MG COM REV CT BL AL PLAS PVC/PVDC OPC X 60
LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA	1677304180116	7894916146500	OXALATO DE ESCITALOPRAM	20 MG COM REV CT BL AL PLAS PVC/PVDC OPC X 30
LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA	1677304180124	7894916996884	OXALATO DE ESCITALOPRAM	20 MG COM REV CT BL AL PLAS PVC/PVDC OPC X 60
LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA	1677304180183	7894916996877	OXALATO DE ESCITALOPRAM	15 MG COM REV CT BL AL PLAS OPC X 60
SANOFI MEDLEY FARMACÊUTICA LTDA.	1832600270046	7896422525541	EFICENTUS	10 MG COM REV CT BL AL PLAS TRANS X 30
SANOFI MEDLEY FARMACÊUTICA LTDA.	1832600270100	7896422525626	EFICENTUS	20 MG COM REV CT BL AL PLAS TRANS X 30
SANOFI MEDLEY FARMACÊUTICA LTDA.	1832600270161	7896422525695	EFICENTUS	15 MG COM REV CT BL AL PLAS TRANS X 30
NOVARTIS BIOCIENCIAS S.A	1006800460124	7896261004283	TRILEPTAL	300 MG COM REV CT BL AL PLAS PVC/PE/PVDC TRANS X 10
NOVARTIS BIOCIENCIAS S.A	1006800460132	7896261000834	TRILEPTAL	300 MG COM REV CT BL AL PLAS PVC/PE/PVDC TRANS X 20
NOVARTIS BIOCIENCIAS S.A	1006800460159	7896261005372	TRILEPTAL	300 MG COM REV CT BL AL PLAS PVC/PE/PVDC TRANS X 60
NOVARTIS BIOCIENCIAS S.A	1006800460175	7896261000841	TRILEPTAL	600 MG COM REV CT BL AL PLAS PVC/PE/PVDC TRANS X 20
NOVARTIS BIOCIENCIAS S.A	1006800460191	7896261006898	TRILEPTAL	600 MG COM REV CT BL AL PLAS PVC/PE/PVDC TRANS X 60
NOVARTIS BIOCIENCIAS S.A	1006800460221	7896261011106	TRILEPTAL	60 MG/ML SUS OR CT FR VD AMB X 100 ML + 2 SER DOS 
UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A	1049712130142	7896006210870	OXCARB	300 MG COM REV  CT   BL AL PLAS PVC TRANS X 60
UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A	1049712130150	7896006211648	OXCARB	600 MG COM REV  CT BL AL PLAS PVC TRANS X 60
UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A	1049712130193	7896006208631	OXCARB	60 MG/ML SUS OR CT FR VD AMB X 100 ML 
UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A	1049712130207	7896006270300	OXCARB	60 MG/ML SUS OR CT FR VD AMB X 100 ML + SER DOS
UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A	1049714210038	7896006212720	OXCARBAZEPINA	300 MG COM REV  CT BL AL PLAS PVC TRANS X 30
UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A	1049714210062	7896006208709	OXCARBAZEPINA	600 MG COM REV CT BL AL PLAS PVC TRANS X 30
TORRENT DO BRASIL LTDA	1052500270013	8902220106185	OLEPTAL	300 MG COM REV CT BL AL AL X 30
TORRENT DO BRASIL LTDA	1052500270021	8902220106192	OLEPTAL	600 MG COM REV CT BL AL AL X 30
TORRENT DO BRASIL LTDA	1052500270064	8903855075952	OLEPTAL	300 MG COM REV CT BL AL AL X 7
TORRENT DO BRASIL LTDA	1052500270072	8903855081335	OLEPTAL	300 MG COM REV CT BL AL AL X 60
TORRENT DO BRASIL LTDA	1052500270099	8903855081359	OLEPTAL	600 MG COM REV CT BL AL AL X 60
